frame,labels,scores,boxes
1634,"['car', 'car', 'car']","[0.8418233394622803, 0.7553315162658691, 0.8390451669692993]","[[159, 263, 233, 324], [192, 264, 233, 317], [159, 282, 190, 324]]"
1635,"['car', 'car']","[0.8269760012626648, 0.8310123085975647]","[[159, 279, 230, 322], [157, 282, 187, 324]]"
1636,"['car', 'car']","[0.809094250202179, 0.8009828329086304]","[[156, 280, 231, 322], [153, 285, 188, 323]]"
1637,"['car', 'car']","[0.9006331562995911, 0.9026668071746826]","[[187, 267, 236, 309], [150, 286, 190, 322]]"
1638,"['car', 'car']","[0.9001339673995972, 0.9156638979911804]","[[186, 263, 247, 310], [149, 286, 190, 322]]"
1639,"['car', 'car']","[0.8952096104621887, 0.8980129361152649]","[[182, 263, 242, 311], [147, 290, 187, 322]]"
1640,['car'],[0.9086753726005554],"[[149, 262, 242, 321]]"
1641,"['car', 'car', 'car']","[0.8350833058357239, 0.8617748618125916, 0.8168715834617615]","[[145, 265, 246, 322], [181, 264, 246, 312], [144, 288, 186, 322]]"
1642,"['car', 'car']","[0.8737777471542358, 0.8512493371963501]","[[178, 262, 253, 312], [141, 288, 190, 323]]"
1643,"['car', 'car']","[0.8319615721702576, 0.7929337024688721]","[[141, 274, 246, 321], [138, 287, 187, 323]]"
1644,['car'],[0.8462901711463928],"[[137, 264, 251, 322]]"
1645,"['car', 'car']","[0.8651751279830933, 0.815187394618988]","[[135, 262, 248, 322], [134, 287, 179, 321]]"
1646,"['car', 'car']","[0.8298631310462952, 0.8379903435707092]","[[133, 262, 252, 322], [132, 286, 188, 322]]"
1647,"['car', 'car']","[0.901837944984436, 0.7785118818283081]","[[131, 286, 195, 321], [191, 260, 254, 309]]"
1648,['car'],[0.8721396327018738],"[[127, 284, 197, 322]]"
1649,['car'],[0.9236541390419006],"[[126, 282, 193, 327]]"
1650,['car'],[0.9352770447731018],"[[124, 280, 189, 326]]"
1651,['car'],[0.9423165321350098],"[[123, 281, 187, 323]]"
1652,['car'],[0.9466117024421692],"[[120, 280, 186, 326]]"
1653,['car'],[0.950448751449585],"[[118, 279, 186, 326]]"
1654,['car'],[0.9415788054466248],"[[117, 279, 181, 323]]"
1655,['car'],[0.8799267411231995],"[[115, 278, 183, 325]]"
1656,['car'],[0.9369134306907654],"[[112, 278, 183, 323]]"
1657,['car'],[0.938717246055603],"[[111, 277, 183, 324]]"
1658,['car'],[0.9467806220054626],"[[109, 279, 185, 323]]"
1659,['car'],[0.9483470320701599],"[[107, 279, 183, 324]]"
1660,['car'],[0.9355049133300781],"[[106, 279, 182, 325]]"
1661,['car'],[0.9409842491149902],"[[104, 279, 181, 325]]"
1662,['car'],[0.9364522695541382],"[[102, 279, 180, 323]]"
1663,['car'],[0.9130849242210388],"[[100, 279, 179, 323]]"
1664,['car'],[0.9189606308937073],"[[97, 280, 179, 326]]"
1665,['car'],[0.9392370581626892],"[[96, 281, 178, 328]]"
1666,['car'],[0.9422482848167419],"[[95, 281, 178, 328]]"
1667,['car'],[0.9437879323959351],"[[95, 281, 179, 327]]"
1668,['car'],[0.9438298940658569],"[[93, 281, 175, 328]]"
1669,['car'],[0.9416570663452148],"[[91, 281, 173, 327]]"
1670,['car'],[0.9475969672203064],"[[90, 281, 173, 327]]"
1671,['car'],[0.9540348052978516],"[[87, 280, 172, 326]]"
1672,['car'],[0.9619256854057312],"[[86, 280, 173, 328]]"
1673,['car'],[0.959774911403656],"[[86, 279, 175, 329]]"
1674,['car'],[0.9617055058479309],"[[84, 280, 175, 327]]"
1675,['car'],[0.9570354223251343],"[[82, 280, 174, 327]]"
1676,['car'],[0.961482584476471],"[[81, 280, 174, 327]]"
1677,['car'],[0.9527203440666199],"[[80, 280, 174, 328]]"
1678,"['car', 'car']","[0.9381137490272522, 0.8216518759727478]","[[78, 289, 134, 329], [758, 260, 786, 278]]"
1679,"['car', 'car']","[0.9350597262382507, 0.8101834654808044]","[[77, 287, 136, 329], [758, 259, 786, 278]]"
1680,"['car', 'car']","[0.932326078414917, 0.8272665143013]","[[74, 287, 136, 329], [758, 260, 786, 278]]"
1681,"['car', 'car']","[0.9293482303619385, 0.820705235004425]","[[72, 287, 137, 329], [758, 260, 786, 278]]"
1682,"['car', 'car']","[0.9384044408798218, 0.8409928679466248]","[[71, 287, 135, 329], [758, 260, 786, 278]]"
1683,"['car', 'car']","[0.9286245703697205, 0.7848893404006958]","[[70, 287, 136, 329], [758, 260, 786, 278]]"
1684,['car'],[0.9173477292060852],"[[70, 288, 136, 329]]"
1685,['car'],[0.9234790802001953],"[[67, 287, 136, 330]]"
1686,"['car', 'car']","[0.9394479990005493, 0.8021252751350403]","[[66, 288, 128, 329], [758, 259, 786, 278]]"
1687,"['car', 'car']","[0.9317209720611572, 0.8218150734901428]","[[65, 288, 128, 330], [758, 260, 786, 278]]"
1688,['car'],[0.9390910863876343],"[[65, 288, 129, 330]]"
1689,"['car', 'car']","[0.9486209154129028, 0.8526239395141602]","[[63, 289, 130, 330], [758, 259, 786, 278]]"
1690,"['car', 'car']","[0.9462150931358337, 0.8461212515830994]","[[64, 290, 129, 330], [758, 259, 786, 278]]"
1691,"['car', 'car']","[0.9407978653907776, 0.8408713340759277]","[[63, 290, 128, 330], [758, 259, 786, 278]]"
1692,"['car', 'car']","[0.931725025177002, 0.8322389125823975]","[[62, 290, 115, 329], [758, 259, 786, 278]]"
1693,"['car', 'car']","[0.9280847311019897, 0.8406228423118591]","[[61, 290, 115, 329], [758, 259, 786, 278]]"
1694,"['car', 'car']","[0.8861383199691772, 0.7954252362251282]","[[54, 290, 112, 330], [758, 259, 786, 278]]"
1695,"['car', 'car']","[0.9300593733787537, 0.8192808032035828]","[[55, 291, 115, 329], [758, 260, 786, 278]]"
1696,"['car', 'car']","[0.9262534379959106, 0.8157628774642944]","[[54, 292, 115, 329], [758, 259, 786, 278]]"
1697,"['car', 'car']","[0.9257802367210388, 0.8238390684127808]","[[54, 292, 114, 329], [758, 259, 786, 278]]"
1698,"['car', 'car']","[0.9201448559761047, 0.8226401209831238]","[[54, 293, 116, 329], [758, 260, 786, 278]]"
1699,"['car', 'car']","[0.9230896234512329, 0.83604896068573]","[[53, 291, 116, 329], [758, 259, 786, 278]]"
1700,"['car', 'car']","[0.9223797917366028, 0.8347957730293274]","[[53, 291, 116, 329], [758, 259, 786, 278]]"
1701,"['car', 'car']","[0.914152979850769, 0.8358491659164429]","[[52, 291, 115, 328], [758, 260, 786, 278]]"
1702,"['car', 'car']","[0.9238871932029724, 0.8393725156784058]","[[52, 292, 106, 328], [758, 260, 786, 278]]"
1703,"['car', 'car']","[0.9436078667640686, 0.8489566445350647]","[[50, 293, 105, 329], [758, 260, 786, 278]]"
1704,"['car', 'car']","[0.9397685527801514, 0.8511804938316345]","[[49, 293, 108, 329], [758, 259, 786, 278]]"
1705,"['car', 'car']","[0.9435850381851196, 0.8577001690864563]","[[49, 294, 109, 329], [758, 259, 786, 278]]"
1706,"['car', 'car']","[0.9362779855728149, 0.8486617803573608]","[[48, 295, 110, 329], [758, 259, 786, 278]]"
1707,"['car', 'car']","[0.941766083240509, 0.852745532989502]","[[48, 294, 110, 329], [758, 259, 786, 278]]"
1708,"['car', 'car']","[0.9406318068504333, 0.7695402503013611]","[[44, 299, 83, 330], [308, 242, 407, 315]]"
1709,['car'],[0.9473817348480225],"[[43, 298, 83, 331]]"
1710,['car'],[0.9473162889480591],"[[42, 298, 84, 330]]"
1711,['car'],[0.9483372569084167],"[[42, 298, 84, 330]]"
1712,['car'],[0.9467004537582397],"[[39, 298, 84, 331]]"
1713,['car'],[0.9388638734817505],"[[40, 298, 79, 331]]"
1714,['car'],[0.9325931072235107],"[[37, 298, 79, 334]]"
1715,['car'],[0.9334977865219116],"[[37, 298, 79, 334]]"
1716,['car'],[0.9213991165161133],"[[22, 298, 79, 342]]"
1717,['car'],[0.9469932913780212],"[[36, 298, 79, 332]]"
1718,['car'],[0.9407445788383484],"[[35, 298, 78, 332]]"
1719,['car'],[0.9331226348876953],"[[33, 298, 78, 333]]"
1720,['car'],[0.9311731457710266],"[[32, 298, 74, 333]]"
1721,['car'],[0.9154019951820374],"[[32, 298, 74, 334]]"
1722,['car'],[0.9231295585632324],"[[31, 299, 72, 335]]"
1723,['car'],[0.9281911849975586],"[[31, 299, 72, 335]]"
1724,['car'],[0.9173688888549805],"[[30, 301, 72, 335]]"
1725,['car'],[0.9276977777481079],"[[32, 300, 72, 333]]"
1726,['car'],[0.9315009117126465],"[[32, 300, 72, 333]]"
1727,['car'],[0.9311580657958984],"[[31, 300, 71, 333]]"
1728,['car'],[0.9358588457107544],"[[28, 300, 71, 335]]"
1729,['car'],[0.9289931654930115],"[[17, 300, 71, 345]]"
1730,['car'],[0.914768636226654],"[[18, 302, 70, 343]]"
1731,['car'],[0.9133275747299194],"[[22, 301, 70, 335]]"
1732,['car'],[0.9142528772354126],"[[22, 300, 70, 334]]"
1733,['car'],[0.9110552668571472],"[[22, 300, 70, 333]]"
1734,['car'],[0.9123848676681519],"[[22, 300, 70, 333]]"
1735,['car'],[0.9343278408050537],"[[22, 300, 71, 334]]"
1736,['car'],[0.921944797039032],"[[22, 299, 71, 335]]"
1737,['car'],[0.9322825074195862],"[[22, 300, 72, 334]]"
1738,['car'],[0.8744747638702393],"[[18, 306, 61, 336]]"
1739,['car'],[0.877364456653595],"[[18, 305, 61, 336]]"
1740,['car'],[0.8602638840675354],"[[18, 304, 61, 337]]"
1741,['car'],[0.8211168646812439],"[[18, 305, 60, 336]]"
1742,['car'],[0.8310427665710449],"[[18, 305, 60, 336]]"
1743,['car'],[0.8293645977973938],"[[18, 311, 60, 335]]"
1744,['car'],[0.8367339372634888],"[[16, 305, 60, 337]]"
1745,['car'],[0.8416416049003601],"[[17, 310, 60, 337]]"
1746,['car'],[0.8400868773460388],"[[17, 310, 60, 337]]"
1747,['car'],[0.8596740365028381],"[[16, 313, 58, 334]]"
1748,['car'],[0.8173393607139587],"[[16, 311, 58, 334]]"
1749,['car'],[0.8278257250785828],"[[16, 311, 58, 334]]"
1750,['car'],[0.8249269127845764],"[[16, 311, 58, 334]]"
1751,['car'],[0.8431940674781799],"[[16, 311, 58, 334]]"
1752,['car'],[0.8675888180732727],"[[16, 312, 57, 334]]"
1753,['car'],[0.8542225956916809],"[[16, 312, 57, 334]]"
1754,['car'],[0.8649902939796448],"[[17, 312, 58, 334]]"
1755,['car'],[0.8181025981903076],"[[8, 311, 55, 335]]"
1756,['car'],[0.8403448462486267],"[[8, 309, 55, 334]]"
1757,['car'],[0.8503069281578064],"[[9, 309, 55, 335]]"
1758,['car'],[0.850663423538208],"[[9, 308, 56, 334]]"
1759,['car'],[0.8391907811164856],"[[8, 308, 55, 335]]"
1760,['car'],[0.823505699634552],"[[7, 308, 54, 334]]"
1761,['car'],[0.8031603693962097],"[[7, 309, 52, 334]]"
1762,['car'],[0.7985555529594421],"[[7, 308, 52, 335]]"
1763,['car'],[0.833435595035553],"[[7, 308, 51, 333]]"
1764,['car'],[0.827828049659729],"[[7, 308, 52, 334]]"
1765,['car'],[0.8528875708580017],"[[7, 307, 52, 333]]"
1766,['car'],[0.8519005179405212],"[[7, 307, 52, 333]]"
1767,['car'],[0.833647608757019],"[[7, 308, 49, 334]]"
1768,[],[],[]
1769,[],[],[]
1770,[],[],[]
1771,[],[],[]
1772,[],[],[]
1773,[],[],[]
1774,[],[],[]
1775,[],[],[]
1776,[],[],[]
1777,[],[],[]
1778,[],[],[]
1779,[],[],[]
1780,[],[],[]
1781,[],[],[]
1782,[],[],[]
1783,[],[],[]
1784,[],[],[]
1785,[],[],[]
1786,[],[],[]
1787,[],[],[]
1788,[],[],[]
1789,[],[],[]
1790,[],[],[]
1791,[],[],[]
1792,[],[],[]
1793,[],[],[]
1794,[],[],[]
1795,[],[],[]
1796,[],[],[]
1797,[],[],[]
1798,[],[],[]
1799,[],[],[]
1800,[],[],[]
1801,[],[],[]
1802,[],[],[]
1803,[],[],[]
1804,[],[],[]
1805,[],[],[]
1806,[],[],[]
1807,[],[],[]
1808,[],[],[]
1809,[],[],[]
1810,[],[],[]
1811,[],[],[]
1812,[],[],[]
1813,[],[],[]
1814,[],[],[]
1815,[],[],[]
1816,[],[],[]
1817,[],[],[]
1818,[],[],[]
1819,[],[],[]
1820,[],[],[]
1821,[],[],[]
1822,[],[],[]
1823,[],[],[]
1824,[],[],[]
1825,[],[],[]
1826,[],[],[]
1827,[],[],[]
1828,[],[],[]
1829,[],[],[]
1830,[],[],[]
1831,[],[],[]
1832,[],[],[]
1833,[],[],[]
1834,[],[],[]
